PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
90186013.100a,31.0,F,null,64.0,Half-yearly,null,8.0,Cheaper,P10,Diesel,Private+trip to office,Street,Paris area,203.6
90161239.100e,40.0,F,null,65.0,Half-yearly,null,6.0,Medium,P13,Regular,Private+trip to office,Closed zbox,Center,536.4
90114449.101b,33.0,M,Cohabiting,56.99999999999999,Quarterly,Public employee,2.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,360.4
90107873.101c,27.0,M,Cohabiting,100.0,Half-yearly,Private employee,9.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Center,595.7
90145073.100a,68.0,F,null,50.0,Annual,null,2.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,268.7
90149821.100a,41.0,M,null,50.0,Half-yearly,null,2.0,Medium high,P12,Diesel,Private+trip to office,Closed zbox,South West,450.6
90160567.100b,38.0,M,null,53.0,Half-yearly,null,7.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Paris area,512.4
90117648.101a,54.0,M,Cohabiting,50.0,Annual,Private employee,3.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,220.0
90106376.101a,29.0,F,Cohabiting,100.0,Half-yearly,Public employee,10.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,710.8
90145739.100a,29.0,F,null,56.99999999999999,Annual,null,9.0,Medium,P12,Regular,Private+trip to office,Closed zbox,South West,367.6
90169254.100a,38.0,M,null,85.0,Half-yearly,null,2.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Paris area,688.2
90134948.100a,44.0,M,null,59.0,Half-yearly,null,4.0,Medium,P14,Regular,Private+trip to office,Closed collective parking,Paris area,1046.0
90132853.100b,32.0,M,null,68.0,Annual,null,11.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,288.2
90154413.100a,37.0,M,null,54.0,Annual,null,6.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,587.3
90147578.100a,72.0,M,null,50.0,Annual,null,4.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,South West,394.2
90149104.102b,44.0,F,null,50.0,Annual,null,10.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,292.6
90153715.100c,35.0,M,null,64.0,Half-yearly,null,12.0,Medium low,P12,Regular,Private+trip to office,Street,Paris area,414.1
90161175.100b,54.0,M,null,50.0,Half-yearly,null,9.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,231.1
90127335.100b,27.0,M,Cohabiting,80.0,Quarterly,Public employee,7.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,303.9
90147561.100a,31.0,F,null,60.0,Half-yearly,null,10.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,South West,259.6
90106772.100a,41.0,M,Married,50.0,Annual,Private employee,13.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,132.9
90111297.101a,52.0,F,Married,63.0,Half-yearly,Private employee,10.0,Cheaper,P10,Regular,Private+trip to office,Closed collective parking,Paris area,247.2
90164481.100a,42.0,M,null,50.0,Annual,null,13.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,240.3
90132338.100a,49.0,M,null,50.0,Annual,null,8.0,Medium low,P13,Diesel,Private+trip to office,Opened collective parking,Paris area,327.1
90170861.100c,32.0,M,null,56.99999999999999,Half-yearly,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,400.2
90180913.100a,38.0,F,null,50.0,Half-yearly,null,7.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,396.0
90171851.100a,27.0,F,null,65.0,Annual,null,10.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,South West,271.8
70205518.102a,43.0,F,Single,80.0,Annual,Craftsman,9.0,Medium,P13,Regular,Private+trip to office,Closed zbox,Center,339.4
90140097.100a,37.0,F,null,50.0,Annual,null,7.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,209.0
90117858.101a,45.0,F,Married,50.0,Half-yearly,Private employee,11.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,204.6
90154853.100a,32.0,F,null,54.0,Annual,null,10.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,181.0
90117979.100a,29.0,M,Cohabiting,90.0,Half-yearly,Craftsman,20.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,311.6
90118472.101b,45.0,F,Married,50.0,Annual,Private employee,5.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,241.0
90171149.101d,30.0,M,null,64.0,Annual,null,15.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,140.5
90190426.100c,45.0,M,null,80.0,Half-yearly,null,4.0,Medium low,P15,Diesel,Private+trip to office,Closed zbox,Paris area,872.2
90132271.100c,39.0,M,null,75.0,Half-yearly,null,5.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,794.1
90146131.101a,30.0,F,null,64.0,Half-yearly,null,8.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,379.9
90152112.100a,29.0,F,null,106.0,Annual,null,10.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,399.4
70200603.101a,64.0,M,Cohabiting,62.0,Half-yearly,Private employee,8.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,226.3
90152107.100b,72.0,M,null,50.0,Annual,null,9.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,154.4
90194078.100b,33.0,M,null,64.0,Half-yearly,null,1.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,514.6
90105333.10a,30.0,M,Single,112.0,Monthly,Private employee,11.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,990.0
90167784.101b,58.0,M,null,64.0,Half-yearly,null,13.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,South West,234.6
90164609.100a,52.0,M,null,50.0,Annual,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,South West,417.9
90113769.101d,32.0,F,Married,80.0,Half-yearly,Private employee,14.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,203.1
80200752.101c,52.0,F,Cohabiting,50.0,Quarterly,Private employee,4.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,345.1
90114438.101b,26.0,F,Single,85.0,Quarterly,Private employee,0.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,471.0
90175938.100a,39.0,F,null,50.0,Half-yearly,null,2.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,402.8
90150441.100d,39.0,M,null,50.0,Annual,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,171.4
90161017.100a,52.0,F,null,50.0,Annual,null,11.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Center,195.5
90160980.100a,38.0,F,null,50.0,Half-yearly,null,7.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Center,380.8
90164518.100a,23.0,M,null,80.0,Half-yearly,null,8.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,399.3
90110355.10b,75.0,M,Married,52.0,Half-yearly,Private employee,15.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Headquarters,227.0
90146268.100b,34.0,M,null,51.0,Half-yearly,null,13.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,213.7
90182861.100a,34.0,M,null,56.99999999999999,Quarterly,null,6.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,509.9
20200229.10b,29.0,M,Cohabiting,68.0,Monthly,Private employee,1.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Paris area,859.4
70202716.10a,26.0,M,Cohabiting,85.0,Half-yearly,Private employee,9.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Paris area,654.1
90145061.100a,30.0,M,null,56.99999999999999,Annual,null,4.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Center,342.8
90102139.100a,26.0,M,Cohabiting,76.0,Half-yearly,Public employee,7.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,490.9
90111678.101a,27.0,M,Cohabiting,76.0,Annual,Public employee,11.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,355.2
90155599.100a,23.0,F,null,95.0,Half-yearly,null,6.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,South West,532.8
90146529.100a,58.0,M,null,112.0,Half-yearly,null,14.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,570.6
90161589.100a,39.0,M,null,80.0,Quarterly,null,7.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Paris area,507.7
90138550.100b,54.0,M,null,50.0,Half-yearly,null,3.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,606.9
90174226.100b,25.0,F,null,76.0,Annual,null,7.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,292.0
90127907.102a,72.0,M,Cohabiting,50.0,Half-yearly,Private employee,19.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,174.7
90192905.103a,43.0,M,null,50.0,Half-yearly,null,13.0,Cheaper,P9,Regular,Private+trip to office,Street,Headquarters,199.6
90127914.100a,35.0,F,Cohabiting,60.0,Half-yearly,Public employee,2.0,Medium,P15,Diesel,Private+trip to office,Closed zbox,Center,802.4
90126566.101b,28.0,M,Cohabiting,72.0,Quarterly,Other,11.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,366.0
90128118.103b,43.0,F,Married,50.0,Annual,Public employee,11.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,219.9
90105470.10b,35.0,M,Cohabiting,64.0,Half-yearly,Retiree,7.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,612.7
90146657.100b,53.0,M,null,57.99999999999999,Annual,null,4.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,298.1
90182576.101c,32.0,M,null,56.99999999999999,Half-yearly,null,4.0,Medium,P13,Regular,Private+trip to office,Opened collective parking,Headquarters,829.5
90135442.100b,29.0,F,null,64.0,Half-yearly,null,12.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,415.4
90109526.101a,26.0,M,Single,72.0,Half-yearly,Private employee,17.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,311.1
90111263.101b,48.0,M,Cohabiting,50.0,Annual,Private employee,5.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Paris area,514.7
90158099.100a,25.0,M,null,72.0,Half-yearly,null,11.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,210.6
90135180.100a,51.0,M,null,50.0,Annual,null,2.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,349.0
30100061.101b,48.0,M,Married,50.0,Half-yearly,Private employee,16.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,249.2
90108570.100b,44.0,M,Single,56.99999999999999,Half-yearly,Private employee,16.0,Cheapest,P7,Regular,Private+trip to office,Closed collective parking,Center,145.4
90154343.100a,47.0,M,null,50.0,Annual,null,15.0,Cheaper,P13,Regular,Private+trip to office,Closed zbox,Center,254.6
90130929.100a,23.0,F,Cohabiting,85.0,Half-yearly,Public employee,5.0,Cheaper,P9,Diesel,Private+trip to office,Closed zbox,Center,468.7
90139285.101c,50.0,F,null,50.0,Half-yearly,null,9.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,156.8
90166046.100a,61.0,M,null,50.0,Annual,null,7.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,South West,474.6
90174111.101a,49.0,M,null,95.0,Half-yearly,null,11.0,Cheap,P13,Regular,Private+trip to office,Street,Center,404.5
90112150.100b,53.0,M,Cohabiting,52.0,Half-yearly,Public employee,8.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,624.8
90163191.100a,25.0,F,null,72.0,Half-yearly,null,13.0,Cheapest,P7,Regular,Private+trip to office,Opened collective parking,South West,183.7
90169259.100b,62.0,F,null,50.0,Annual,null,1.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,603.6
90152217.101a,30.0,M,null,80.0,Annual,null,14.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,275.7
90173937.100a,24.0,M,null,90.0,Quarterly,null,2.0,Cheaper,P11,Diesel,Private+trip to office,Street,Center,858.8
90120755.101a,26.0,M,Cohabiting,64.0,Half-yearly,Private employee,11.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,229.4
90154871.100a,32.0,M,null,64.0,Annual,null,14.0,Cheapest,P7,Regular,Private+trip to office,Closed zbox,Center,145.6
90156871.100b,36.0,M,null,50.0,Half-yearly,null,7.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,274.2
90118460.102a,45.0,F,Cohabiting,57.99999999999999,Half-yearly,Private employee,11.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,201.9
90130919.100b,54.0,M,Cohabiting,54.0,Half-yearly,Public employee,8.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,497.1
90145855.101a,39.0,F,null,50.0,Half-yearly,null,4.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,421.9
90185955.100c,53.0,M,null,50.0,Half-yearly,null,1.0,Medium low,P13,Regular,Private+trip to office,Opened collective parking,Headquarters,835.0
90184790.100a,49.0,M,null,50.0,Half-yearly,null,9.0,Medium,P14,Diesel,Private+trip to office,Closed zbox,Center,291.8
1002492.100a,33.0,F,Cohabiting,50.0,Half-yearly,Private employee,6.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,291.0
90144646.100a,43.0,F,null,62.0,Half-yearly,null,2.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,South West,667.9
90133826.101a,48.0,M,null,55.00000000000001,Quarterly,null,5.0,Cheapest,P9,Diesel,Private+trip to office,Closed zbox,Center,138.5
90132879.100a,32.0,M,null,68.0,Annual,null,13.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Center,259.6
90106270.10c,54.0,M,Single,50.0,Half-yearly,Private employee,4.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Center,548.2
90148600.100a,58.0,M,null,50.0,Annual,null,7.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,258.9
90171885.100a,37.0,M,null,50.0,Annual,null,7.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,215.5
1003140.101b,31.0,M,Married,64.0,Annual,Private employee,4.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,547.8
90157514.100b,42.0,M,null,50.0,Annual,null,10.0,Medium,P13,Regular,Private+trip to office,Closed collective parking,Headquarters,367.0
90151252.100a,36.0,M,null,54.0,Annual,null,7.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,445.2
90155650.101b,33.0,F,null,56.99999999999999,Half-yearly,null,11.0,Cheaper,P9,Regular,Private+trip to office,Closed collective parking,South West,223.0
90168902.101a,34.0,F,null,72.0,Half-yearly,null,7.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Paris area,340.5
1003307.100a,53.0,M,Cohabiting,50.0,Annual,Private employee,13.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Headquarters,199.9
90154317.100b,58.0,M,null,50.0,Half-yearly,null,5.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,355.6
90146205.100b,37.0,M,null,50.0,Annual,null,3.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,354.0
90120958.101b,34.0,F,Cohabiting,52.0,Half-yearly,Public employee,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,490.4
90174104.101c,41.0,M,null,60.0,Quarterly,null,1.0,Cheaper,P11,Diesel,Professional,Opened collective parking,Center,630.1
90146449.100a,25.0,M,null,112.0,Quarterly,null,5.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,498.8
90164512.101a,50.0,M,null,50.0,Monthly,null,14.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,227.9
90161109.100b,44.0,M,null,50.0,Half-yearly,null,2.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,476.6
90125855.101a,33.0,F,Married,56.99999999999999,Annual,Private employee,11.0,Cheapest,P10,Regular,Private+trip to office,Street,Center,310.8
90135211.100b,34.0,M,null,54.0,Annual,null,7.0,Cheaper,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,478.9
40100228.101a,25.0,F,Single,85.0,Monthly,Private employee,5.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Paris area,579.0
90120169.101a,47.0,M,Cohabiting,54.0,Annual,Private employee,12.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,Center,166.8
90156336.101a,37.0,F,null,50.0,Annual,null,20.0,Cheapest,P7,Regular,Private+trip to office,Closed zbox,Center,132.3
90128672.101b,46.0,M,Cohabiting,85.0,Annual,Retiree,14.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,251.5
90135196.100b,28.0,M,null,60.0,Half-yearly,null,5.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,482.8
90148206.100b,36.0,M,null,50.0,Annual,null,4.0,Medium,P13,Diesel,Professional,Opened collective parking,Center,568.6
90181864.100a,54.0,F,null,50.0,Half-yearly,null,8.0,Medium,P14,Diesel,Private+trip to office,Closed collective parking,Headquarters,515.5
90104264.100a,40.0,M,Married,72.0,Half-yearly,Private employee,19.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,Paris area,308.0
90124894.101b,32.0,M,Cohabiting,60.0,Quarterly,Private employee,14.0,Cheaper,P12,Regular,Professional,Closed collective parking,Paris area,346.6
90179271.100c,59.0,M,null,51.0,Half-yearly,null,8.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,316.4
90127782.101a,44.0,M,Married,90.0,Half-yearly,Private employee,4.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,635.4
90132213.100c,27.0,F,null,64.0,Half-yearly,null,7.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,312.4
26.103a,49.0,F,Cohabiting,50.0,Half-yearly,Private employee,10.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,244.1
90171124.101a,35.0,M,null,54.0,Half-yearly,null,5.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,466.5
90146657.100c,53.0,M,null,62.0,Annual,null,3.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,421.6
90118063.101a,52.0,M,Cohabiting,50.0,Half-yearly,Public employee,3.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Center,394.6
90148166.100a,67.0,M,null,50.0,Annual,null,2.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,222.2
90155802.103c,35.0,M,null,50.0,Annual,null,11.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,South West,184.9
90171119.100a,38.0,F,null,50.0,Annual,null,4.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,437.2
90153468.100a,35.0,M,null,80.0,Half-yearly,null,5.0,Cheaper,P12,Regular,Private+trip to office,Street,South West,421.2
90132430.100a,32.0,F,null,85.0,Quarterly,null,3.0,Cheap,P12,Diesel,Private+trip to office,Opened collective parking,Center,1072.3
90127315.100a,46.0,M,Cohabiting,50.0,Quarterly,Private employee,11.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,240.3
90171356.100b,42.0,M,null,60.0,Annual,null,4.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,508.3
90138203.100a,40.0,F,null,56.00000000000001,Annual,null,8.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Headquarters,299.5
