PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
30200361.100a,39.0,M,Single,100.0,Monthly,Private employee,20.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,476.18955959003387
90189851.100c,24.0,M,null,122.0,Monthly,null,37.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Paris area,893.0778628934293
90169053.100c,48.0,M,null,153.0,Monthly,null,21.0,Expensive,P16,Regular,Private+trip to office,Closed zbox,Paris area,1427.5748418945905
90148489.102b,26.0,F,null,77.0,Half-yearly,null,14.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Paris area,815.1225563519947
90133736.102b,40.0,M,null,132.0,Half-yearly,null,21.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,396.1403922204093
90108671.101a,25.0,F,Single,73.0,Half-yearly,Private employee,11.0,Cheapest,P7,Regular,Private+trip to office,Opened collective parking,Headquarters,331.16705040945953
90171898.100a,49.0,M,null,116.0,Annual,null,25.0,Affordable cars,P12,Diesel,Private+trip to office,Closed zbox,South West,329.14240182689343
90133764.103a,37.0,M,null,139.0,Half-yearly,null,15.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,380.9882251809541
90111316.100c,21.0,M,Married,111.0,Half-yearly,Private employee,41.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Paris area,491.2867074187064
90139516.101a,18.0,F,null,126.0,Half-yearly,null,47.0,Cheapest,P8,Regular,Private+trip to office,Street,Headquarters,422.4421658655176
90157768.101b,35.0,M,null,60.00000000000001,Half-yearly,null,11.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Paris area,648.403353231396
90186013.100a,26.0,F,null,69.0,Half-yearly,null,13.0,Cheaper,P10,Diesel,Private+trip to office,Street,Paris area,379.0931482031053
90161239.100e,33.0,F,null,70.0,Half-yearly,null,11.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Center,616.8771395809094
90114449.101b,27.0,M,Cohabiting,61.99999999999999,Monthly,Public employee,7.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,522.3403144186918
90107873.101c,19.0,M,Cohabiting,128.0,Half-yearly,Private employee,31.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Center,644.378151747876
90145073.100a,60.0,F,null,128.0,Annual,null,18.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,296.0690118919441
90149821.100a,36.0,M,null,55.0,Half-yearly,null,7.0,Affordable cars,P12,Diesel,Private+trip to office,Closed zbox,South West,496.03315807503344
90160567.100b,26.0,M,null,58.0,Half-yearly,null,12.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Paris area,755.4352956754624
90117648.101a,39.0,M,Cohabiting,118.0,Annual,Private employee,8.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,303.87910626829216
90106376.101a,20.0,F,Cohabiting,126.0,Half-yearly,Public employee,47.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,880.4837899972893
90145739.100a,20.0,F,null,84.0,Annual,null,43.0,Affordable cars,P12,Regular,Private+trip to office,Closed zbox,South West,477.6644676565066
90169254.100a,29.0,M,null,90.0,Half-yearly,null,7.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Paris area,849.3455818937467
90134948.100a,29.0,M,null,64.0,Half-yearly,null,9.0,Affordable cars,P14,Regular,Private+trip to office,Closed collective parking,Paris area,1074.8109360059382
90132853.100b,23.0,M,null,73.0,Annual,null,16.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,447.6518867408181
90154413.100a,32.0,M,null,59.0,Annual,null,11.0,Affordable cars,P14,Regular,Private+trip to office,Closed zbox,Center,553.7622591566485
90147578.100a,65.0,M,null,124.0,Annual,null,21.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,South West,599.7514724978098
90149104.102b,33.0,F,null,55.0,Annual,null,15.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,356.2873111516867
90153715.100c,29.0,M,null,69.0,Half-yearly,null,17.0,Affordable cars,P12,Regular,Private+trip to office,Street,Paris area,446.6453494315954
90161175.100b,44.0,M,null,129.0,Half-yearly,null,14.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,404.9069064180704
90127335.100b,18.0,M,Cohabiting,110.0,Monthly,Public employee,38.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,497.327123651165
90147561.100a,25.0,F,null,65.0,Half-yearly,null,15.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,South West,531.6696652853142
90106772.100a,34.0,M,Married,55.0,Annual,Private employee,18.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,252.1124016963508
90111297.101a,43.0,F,Married,125.0,Half-yearly,Private employee,15.0,Cheaper,P10,Regular,Private+trip to office,Closed collective parking,Paris area,304.56178801135496
90164481.100a,36.0,M,null,55.0,Annual,null,18.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,319.2750551183781
90132338.100a,40.0,M,null,118.0,Annual,null,13.0,Affordable cars,P13,Diesel,Private+trip to office,Opened collective parking,Paris area,338.653379032242
90170861.100c,25.0,M,null,61.99999999999999,Half-yearly,null,11.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,497.02994897513855
90180913.100a,33.0,F,null,55.0,Half-yearly,null,12.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,552.3230127387136
90171851.100a,21.0,F,null,95.0,Annual,null,44.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,South West,479.8829068090894
70205518.102a,31.0,F,Single,85.0,Annual,Craftsman,14.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Center,391.38621988044525
90140097.100a,31.0,F,null,55.0,Annual,null,12.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,398.43512873777104
90117858.101a,35.0,F,Married,55.0,Half-yearly,Private employee,16.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,316.15295696109536
90154853.100a,26.0,F,null,59.0,Annual,null,15.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,415.4825287716236
90117979.100a,18.0,M,Cohabiting,109.0,Half-yearly,Craftsman,45.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,317.4900855688793
90118472.101b,40.0,F,Married,55.0,Annual,Private employee,10.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,462.2109244700821
90171149.101d,21.0,M,null,88.0,Annual,null,43.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,160.76148583917347
90190426.100c,34.0,M,null,85.0,Half-yearly,null,9.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,Paris area,1003.0109264266468
90132271.100c,31.0,M,null,80.0,Half-yearly,null,10.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,971.1137059006068
90146131.101a,22.0,F,null,86.0,Half-yearly,null,31.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,452.80194813679645
90152112.100a,22.0,F,null,136.0,Annual,null,43.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,440.99035222776587
70200603.101a,56.0,M,Cohabiting,128.0,Half-yearly,Private employee,21.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,369.98514608648816
90152107.100b,65.0,M,null,125.0,Annual,null,27.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,393.9796986875814
90194078.100b,28.0,M,null,69.0,Half-yearly,null,6.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,706.5593866897174
90105333.10a,24.0,M,Single,133.0,Monthly,Private employee,48.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,1146.0374997518377
90167784.101b,50.0,M,null,138.0,Half-yearly,null,30.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,South West,304.0425211825125
90164609.100a,41.0,M,null,118.0,Annual,null,15.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,South West,705.3875918633883
90113769.101d,25.0,F,Married,85.0,Half-yearly,Private employee,19.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,235.12888975171683
80200752.101c,45.0,F,Cohabiting,131.0,Monthly,Private employee,9.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,604.6053493193613
90114438.101b,22.0,F,Single,110.0,Monthly,Private employee,27.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,563.6042042233761
90175938.100a,33.0,F,null,55.0,Half-yearly,null,7.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,563.6805484283963
90150441.100d,31.0,M,null,55.0,Annual,null,16.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,171.7178586886605
90161017.100a,44.0,F,null,130.0,Annual,null,16.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Center,378.397894956133
90160980.100a,30.0,F,null,55.0,Half-yearly,null,12.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Center,596.5606987574404
90164518.100a,18.0,M,null,97.0,Half-yearly,null,42.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,601.5027055716232
90110355.10b,67.0,M,Married,136.0,Half-yearly,Private employee,30.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Headquarters,377.63966397932666
90146268.100b,27.0,M,null,56.0,Half-yearly,null,18.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,253.0955480399365
90182861.100a,29.0,M,null,61.99999999999999,Monthly,null,11.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,606.4034095307957
20200229.10b,19.0,M,Cohabiting,98.0,Monthly,Private employee,35.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Paris area,1024.105688111037
70202716.10a,18.0,M,Cohabiting,108.0,Half-yearly,Private employee,29.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Paris area,846.6544952068209
90145061.100a,24.0,M,null,74.0,Annual,null,31.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Center,490.9423569141942
90102139.100a,18.0,M,Cohabiting,113.0,Half-yearly,Public employee,43.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,840.6518789882163
90111678.101a,18.0,M,Cohabiting,98.0,Annual,Public employee,40.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,410.5762653347396
90155599.100a,18.0,F,null,119.0,Half-yearly,null,38.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,South West,790.0134178201416
90146529.100a,51.0,M,null,179.0,Half-yearly,null,30.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,630.7481648046703
90161589.100a,29.0,M,null,85.0,Monthly,null,12.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Paris area,714.9615461949053
90138550.100b,44.0,M,null,128.0,Half-yearly,null,8.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Paris area,668.7359732850641
90174226.100b,18.0,F,null,99.0,Annual,null,46.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,343.5982025614764
90127907.102a,64.0,M,Cohabiting,132.0,Half-yearly,Private employee,32.0,Affordable cars,P13,Regular,Private+trip to office,Closed zbox,Center,175.1337330417475
90192905.103a,35.0,M,null,55.0,Half-yearly,null,18.0,Cheaper,P9,Regular,Private+trip to office,Street,Headquarters,186.7806046959072
90127914.100a,31.0,F,Cohabiting,65.0,Half-yearly,Public employee,7.0,Affordable cars,P15,Diesel,Private+trip to office,Closed zbox,Center,889.2947105193714
90126566.101b,18.0,M,Cohabiting,96.0,Monthly,Other,44.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,403.6998230087866
90128118.103b,37.0,F,Married,55.0,Annual,Public employee,16.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,408.65086734985584
90105470.10b,22.0,M,Cohabiting,69.0,Half-yearly,Retiree,12.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,832.0388930525459
90146657.100b,46.0,M,null,130.0,Annual,null,9.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,439.3292886471028
90182576.101c,27.0,M,null,61.99999999999999,Half-yearly,null,9.0,Affordable cars,P13,Regular,Private+trip to office,Opened collective parking,Headquarters,919.6368638135604
90135442.100b,19.0,F,null,88.0,Half-yearly,null,41.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,524.9201705333634
90109526.101a,18.0,M,Single,96.0,Half-yearly,Private employee,49.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,388.3588491222964
90111263.101b,39.0,M,Cohabiting,122.0,Annual,Private employee,10.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Paris area,685.7028415975269
90158099.100a,19.0,M,null,101.0,Half-yearly,null,39.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,242.1738050712068
90135180.100a,37.0,M,null,128.0,Annual,null,7.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,551.6513623943554
30100061.101b,39.0,M,Married,120.0,Half-yearly,Private employee,21.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,381.7803763205844
90108570.100b,35.0,M,Single,61.99999999999999,Half-yearly,Private employee,21.0,Cheapest,P7,Regular,Private+trip to office,Closed collective parking,Center,292.7314388684401
90154343.100a,37.0,M,null,128.0,Annual,null,20.0,Cheaper,P13,Regular,Private+trip to office,Closed zbox,Center,272.618040965074
90130929.100a,18.0,F,Cohabiting,109.0,Half-yearly,Public employee,32.0,Cheaper,P9,Diesel,Private+trip to office,Closed zbox,Center,531.5242041123034
90139285.101c,45.0,F,null,120.0,Half-yearly,null,14.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,271.24494133046665
90166046.100a,55.0,M,null,127.0,Annual,null,20.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,South West,618.0301571898377
90174111.101a,35.0,M,null,177.0,Half-yearly,null,16.0,Cheap,P13,Regular,Private+trip to office,Street,Center,554.3342120584496
90112150.100b,49.0,M,Cohabiting,122.0,Half-yearly,Public employee,13.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,776.5995932747599
90163191.100a,18.0,F,null,91.0,Half-yearly,null,38.0,Cheapest,P7,Regular,Private+trip to office,Opened collective parking,South West,224.0704909258316
90169259.100b,54.0,F,null,139.0,Annual,null,16.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,843.3801100436383
90152217.101a,23.0,M,null,103.0,Annual,null,40.0,Cheapest,P10,Diesel,Private+trip to office,Street,Center,446.3535057393314
90173937.100a,18.0,M,null,123.0,Monthly,null,41.0,Cheaper,P11,Diesel,Private+trip to office,Street,Center,901.9508458029007
90120755.101a,18.0,M,Cohabiting,88.0,Half-yearly,Private employee,36.0,Cheapest,P10,Regular,Private+trip to office,Opened collective parking,Center,466.87441793154665
90154871.100a,26.0,M,null,69.0,Annual,null,19.0,Cheapest,P7,Regular,Private+trip to office,Closed zbox,Center,303.10403608396496
90156871.100b,26.0,M,null,55.0,Half-yearly,null,12.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,487.2230245238562
90118460.102a,31.0,F,Cohabiting,62.99999999999999,Half-yearly,Private employee,16.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,268.3707752292633
90130919.100b,44.0,M,Cohabiting,131.0,Half-yearly,Public employee,13.0,Affordable cars,P13,Diesel,Private+trip to office,Closed zbox,Center,581.8368109416517
90145855.101a,31.0,F,null,55.0,Half-yearly,null,9.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,597.38046747284
90185955.100c,42.0,M,null,119.0,Half-yearly,null,6.0,Affordable cars,P13,Regular,Private+trip to office,Opened collective parking,Headquarters,909.4842939783788
90184790.100a,43.0,M,null,114.0,Half-yearly,null,14.0,Affordable cars,P14,Diesel,Private+trip to office,Closed zbox,Center,377.8261464618873
1002492.100a,26.0,F,Cohabiting,55.0,Half-yearly,Private employee,11.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,445.8138411837286
90144646.100a,31.0,F,null,67.0,Half-yearly,null,7.0,Affordable cars,P13,Diesel,Private+trip to office,Closed collective parking,South West,763.1017731001564
90133826.101a,42.0,M,null,127.0,Monthly,null,10.0,Cheapest,P9,Diesel,Private+trip to office,Closed zbox,Center,164.74393489988057
90132879.100a,21.0,M,null,73.0,Annual,null,18.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Center,330.05588157832955
90106270.10c,46.0,M,Single,115.0,Half-yearly,Private employee,9.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Center,691.876780359841
90148600.100a,48.0,M,null,124.0,Annual,null,22.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,496.7251774269361
90171885.100a,30.0,M,null,55.0,Annual,null,12.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,407.2690304075404
1003140.101b,22.0,M,Married,69.0,Annual,Private employee,9.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Headquarters,739.1007177466985
90157514.100b,36.0,M,null,55.0,Annual,null,15.0,Affordable cars,P13,Regular,Private+trip to office,Closed collective parking,Headquarters,386.44145111373314
90151252.100a,27.0,M,null,59.0,Annual,null,12.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,593.39513804701
90155650.101b,28.0,F,null,61.99999999999999,Half-yearly,null,16.0,Cheaper,P9,Regular,Private+trip to office,Closed collective parking,South West,206.5379882311653
90168902.101a,25.0,F,null,77.0,Half-yearly,null,12.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Paris area,497.726456619812
1003307.100a,45.0,M,Cohabiting,124.0,Annual,Private employee,18.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Headquarters,349.93323402600856
